Registro_ANS;CNPJ;Razao_Social;Nome_Fantasia;Modalidade;Logradouro;Numero;Complemento;Bairro;Cidade;UF;CEP;DDD;Telefone;Fax;Endereco_eletronico;Representante;Cargo_Representante;Regiao_de_Comercializacao;Data_Registro_ANS
"321044";"08680639000177";"UNIMED JOAO PESSOA - COOPERATIVA DE TRABALHO MÃ‰DICO";"UNIMED JOAO PESSOA";"Cooperativa MÃ©dica";"AV MARECHAL DEODORO";"420";;"TORRE";"JoÃ£o Pessoa";"PB";"58040910";"83";"21060216";"32414359";"suenia.brito@unimedjp.com.br";"GUALTER LISBOA RAMALHO ";"DIRETOR PRESIDENTE";5;"1998-12-21"
"352314";"66191263000133";"UNIMED JOÃƒO MONLEVADE COOPERATIVA DE TRABALHO MÃ‰DICO LTDA.";"UNIMED JOÃƒO MONLEVADE";"Cooperativa MÃ©dica";"RUA FLORIANOPOLIS";"27";"PRÃ‰DIO";"CARNEIRINHOS";"JoÃ£o Monlevade";"MG";"35930018";"31";"38514888";"38514820";"unimed@unimedjm.coop.br";"FLÃVIO LÃšCIO MOREIRA BICALHO";"DIRETOR PRESIDENTE";5;"1998-12-17"
"306886";"17689407000170";"UNIMED JUIZ DE FORA COOPERATIVA DE TRABALHO MÃ‰DICO LTDA";"UNIMED JUIZ DE FORA COOPERATIVA DE TRABALHO MEDICO LTDA";"Cooperativa MÃ©dica";"RUA ESPÃRITO SANTO";"1115";"SALA 03 E SALA 06 - 25Âº ANDAR";"CENTRO";"Juiz de Fora";"MG";"36016905";"32";"32495500";"32495584";"juridico@unimedjf.coop.br";"CLAUDIO DE CASTRO REIFF";"DIRETOR PRESIDENTE";5;"1998-12-16"
"303267";"56727134000163";"UNIMED JUNDIAI - COOPERATIVA DE TRABALHO MÃ‰DICO";"UNIMED JUNDIAÃ";"Cooperativa MÃ©dica";"AV. DONA MANOELA LACERDA DE VERGUEIRO ";"25";;"ANHANGABAÃš";"JundiaÃ­";"SP";"13208057";"11";"45831000";"45831049";"diretoria@unimedjundiai.com.br";"VALÃ‰RIO DELAMANHA";"PRESIDENTE";5;"1998-12-18"
"345458";"66477217000103";"UNIMED LAVRAS COOPERATIVA DE TRABALHO MÃ‰DICO";"UNIMED LAVRAS";"Cooperativa MÃ©dica";"RUA DESEMBARGADOR ALBERTO LUZ";"211";;"CENTRO";"Lavras";"MG";"37200000";"35";"38290011";"38290038";"ans@unimedlavras.coop.br";"LEONARDO ALKMIM BIZZOTTO";"REPRESENTANTE";5;"1998-12-18"
"386901";"42936518000181";"UNIMED LEOPOLDINA COOPERATIVA DE TRABALHO MÃ‰DICO LTDA";"UNIMED LEOPLDINA";"Cooperativa MÃ©dica";"RUA RIBEIRO JUNQUEIRA";"175";;"CENTRO";"Leopoldina";"MG";"36700000";"32";"34495072";;"ans@unimedleopoldina.coop.br";"MARCO ANTONIO DE OLIVEIRA LACERDA";"REPRESENTANTE";5;"1998-12-16"
"358088";"53678264000165";"UNIMED LESTE PAULISTA COOPERATIVA DE TRABALHO MÃ‰DICO";"UNIMED LESTE PAULISTA COOPERATIVA DE TRABALHO MÃ‰DICO";"Cooperativa MÃ©dica";"RUA CORONEL ERNESTO DE OLIVEIRA";"735";;"VILA CONRADO";"SÃ£o JoÃ£o da Boa Vista";"SP";"13870249";"19";"36382888";;"bia@unimedlestepaulista.com.br";"LUÃS ANTÃ”NIO ESTEVAM";"DIRETOR PRESIDENTE";5;"1998-12-18"
"303356";"85377174000120";"UNIMED LITORAL COOPERATIVA DE TRABALHO MÃ‰DICO LTDA";"UNIMED LITORAL";"Cooperativa MÃ©dica";"AV. CEL. MARCOS KONDER";"1233";;"CENTRO";"ItajaÃ­";"SC";"88301303";"47";"334144006703";"33414444";"ans@unimedlitoral.com.br";"CHRISTIANE RAMOS DERINGER";"SUPERINTENDENTE TÃ‰CNICA";5;"1998-12-16"
"300136";"00103956000119";"UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÃŠNCIA Ã€ SAÃšDE LTDA.";"UNIMED LITORAL SUL/RS";"Cooperativa MÃ©dica";"RUA AQUIDABAN";"692";;"CENTRO";"Rio Grande";"RS";"96200480";"53";"32313766";"332319333";"unimedls@unimedlitoralsul.com.br";"JOSÃ‰ CARLOS HENRIQUE DUARTE DOS SANTOS";"PRESIDENTE";5;"1998-12-18"
"327689";"12442737000143";"UNIMED MACEIO COOPERATIVA DE TRABALHO MÃ‰DICO";"UNIMED MACEIÃ“ COOPERATIVA DE TRABALHO MEDICO";"Cooperativa MÃ©dica";"AV. FERNANDES LIMA";"3113";;"FAROL";"MaceiÃ³";"AL";"57057000";"82";"21211663";"21211666";"unimed@unimedmaceio.com.br";"DANIEL DE MACEDO VERAS";"PRESIDENTE";5;"1998-12-23"
"354678";"86584901000193";"UNIMED MACHADO COOPERATIVA DE TRABALHO MEDICO";"UNIMED MACHADO";"Cooperativa MÃ©dica";"RUA ANTÃ”NIO ALKIMIN DA COSTA";"230";"COMPLEXO UNIMED";"LOTEAMENTO DO PARQUE";"Machado";"MG";"37750000";;;;"gerencia@unimedmachado.coop.br";"CLÃUDIO DE LIMA ALVES";"DIRETOR PRESIDENTE";5;"1998-12-18"
"352543";"07057185000110";"UNIMED MARANHÃƒO DO SUL - COOPERATIVA DE TRABALHO MÃ‰DICO";"UNIMED IMPERATRIZ";"Cooperativa MÃ©dica";"RUA CEARA";"0701";;"CENTRO";"Imperatriz";"MA";"65901610";"09";"935253398";"935251814";"regulacao@unimedmaranhaodosul.coop.br";"JEAN MÃRCIO COSTA MACHADO NASCIMENTO";"PRESIDENTE";5;"1998-12-21"
"321087";"00368318000120";"UNIMED MARQUES DE VALENÃ‡A COOPERATIVA DE TRABALHO MÃ‰DICO LTDA.";"UNIMED MARQUÃŠS DE VALENÃ‡A";"Cooperativa MÃ©dica";"AV. NILO PEÃ‡ANHA";"428";;"CENTRO";"ValenÃ§a";"RJ";"27600000";"02";"424539750";;"gerenciageral@mvalenca.unimed.coop.br";"OSCAR SILVA LEITE PINTO";"DIRETOR PRESIDENTE";6;"1998-12-21"
"301744";"01356020000162";"UNIMED MEIO OESTE CATARINENSE COOPERATIVA DE TRABALHO MÃ‰DICO";"UNIMED MEIO OESTE - SC";"Cooperativa MÃ©dica";"AV.XV DE NOVEMBRO";"125";;"CENTRO";"JoaÃ§aba";"SC";"89600000";"49";"35519100";"35519109";"ans@unimedmeiooeste.coop.br";" JOÃƒO ROGÃ‰RIO NUNES FILHO";"PRESIDENTE";5;"1998-12-17"
"318566";"35642768000143";"UNIMED METROPOLITANA DO AGRESTE - COOPERATIVA DE TRABALHO MÃ‰DICO";"UNIMED METROPOLITANA DO AGRESTE";"Cooperativa MÃ©dica";"RUA MIGUEL TERTULIANO";"579";;"ZÃ‰LIA BARBOSA ROCHA";"Arapiraca";"AL";"57305610";;;"9424";"ans.relacionamento@unimedmetropolitana.coop.br";"LENILDO AMORIM DA SILVA";"PRESIDENTE";5;"1998-12-21"
"311618";"87701249000102";"UNIMED MISSÃ•ES/RS - COOPERATIVA DE ASSISTÃŠNCIA Ã€ SAÃšDE LTDA.";"UNIMED MISSÃ•ES/RS";"Cooperativa MÃ©dica";"AV. GETÃšLIO VARGAS";"1079";"PRÃ‰DIO";"CENTRO";"Santo Ã‚ngelo";"RS";"98801570";"55";"33130533";;"representantelegal_ans@unimedmissoes.com.br";"LUÃS CLÃUDIO MADUREIRA";"PRESIDENTE";5;"1998-12-22"
"304051";"16921561000163";"UNIMED MONTES CLAROS COOPERATIVA DE  TRABALHO MÃ‰DICO LTDA.";"UNIMED NORTE DE MINAS";"Cooperativa MÃ©dica";"RUA JANUÃRIA";"593";;"CENTRO";"Montes Claros";"MG";"39400077";"38";"21011515";;"juridico@unimednortedeminas.com.br";"SEBASTIÃƒO RODRIGO ROCHA ALMEIDA";"DIRETOR PRESIDENTE";5;"1998-12-18"
"342157";"02192677000102";"UNIMED MORRINHOS COOPERATIVA DE TRABALHO MEDICO";"UNIMED MORRINHOS";"Cooperativa MÃ©dica";"AVENIDA COUTO DE MAGALHÃƒES";"385";;"CENTRO";"Morrinhos";"GO";"75650000";"64";"34131650";"34132111";"unimed@unimedmorrinhos.com.br";"FRANCISCO MARTINS DA SILVA";"PRESIDENTE";5;"1998-12-24"
"368148";"25971433000115";"UNIMED MURIAÃ‰ COOPERATIVA DE TRABALHO MEDICO LTDA";"UNIMED MURIAÃ‰ COOPERATIVA DE TRABALHO MEDICO LTDA";"Cooperativa MÃ©dica";"AVENIDA JUSCELINO KUBITSCHEK";"1095";;"CENTRO";"MuriaÃ©";"MG";"36880000";"32";"2612";"37211923";"gerencia@unimedmuriae.com.br";"MAURICIO DE ABREU LIMA CAMPOS";"DIRETOR PRESIDENTE";6;"1998-12-17"
"339679";"02812468000106";"UNIMED NACIONAL - COOPERATIVA CENTRAL";"UNIMED NACIONAL";"Cooperativa MÃ©dica";"Rua Frei Caneca";"1355";"08, 09, 10, 11, 12, 14, 15 e 16 Andar.";"Bela Vista";"SÃ£o Paulo";"SP";"01307003";"11";"32687700";"32687625";"compliance@centralnacionalunimed.com.br";"REINALDO ANTONIO MONTEIRO BARBOSA";"DIRETOR PRESIDENTE";1;"1998-12-17"
"335592";"08380701000105";"UNIMED NATAL SOC. COOP. DE TRAB. MÃ‰DICO";"UNIMED NATAL SOCIEDADE COOPERATIVA DE TRABALHO MÃ‰DICO";"Cooperativa MÃ©dica";"RUA MIPIBU";"511";;"PETROPOLIS";"Natal";"RN";"59020250";"84";"32206300";"32113290";"diretoria@unimednatal.com.br";"FERNANDO JOSÃ‰ PINTO DE PAIVA";"PRESIDENTE";5;"1998-12-28"
"328294";"01559455000104";"UNIMED NORDESTE PAULISTA - FED. INTRAFEDERATIVA DAS COOP. MÃ‰DICAS";"UNIMED NORDESTE PAULISTA FEDERAÃ‡ÃƒO INTRAFED.COOP.MEDICAS";"Cooperativa MÃ©dica";"RUA ANTONIO MOISES SAAD";"1155";;"LAGOINHA";"RibeirÃ£o Preto";"SP";"14095230";"16";"30199750";"30199750";"diretoria@ufenesp.com.br";"EDUARDO AUGUSTO DE LIMA PORTIOLI";"DIRETOR PRESIDENTE";5;"1998-12-22"
"371629";"39384664000137";"UNIMED NOROESTE CAPIXABA COOPERATIVA DE TRABALHO MÃ‰DICO.";;"Cooperativa MÃ©dica";"AV GETULIO VARGAS";"196";"1Âº E 2Âº ANDARES";"CENTRO";"Colatina";"ES";"29700010";"27";"37231031";"37231003";"unimednoc@unimednoc.com.br";"WELDERSON LUIZ SPECIMILI RODRIGUES";"DIRETOR PRESIDENTE";5;"1998-12-16"
"315494";"41905498000119";"UNIMED NOROESTE DE MINAS COOPERATIVA DE TRABALHO MEDICO LTDA";"UNIMED NOROESTE DE MINAS";"Cooperativa MÃ©dica";"RUA JOSINO VALADARES";"33";;"CENTRO";"Paracatu";"MG";"38600000";"38";"33112100";"33112126";"gerencia@unimednoroesteminas.coop.br";"ANISIO LUIS DIAS";"DIRETOR PRESIDENTE";5;"1998-12-17"
"365777";"81710865000143";"UNIMED NOROESTE DO PARANÃ COOP DE TRABALHO MÃ‰DICO .";"UNIMED DE UMUARAMA";"Cooperativa MÃ©dica";"RUA JUSSARA";"3691";;"CENTRO";"Umuarama";"PR";"87501010";"44";"36233883";;"umuarama@unimedpr.coop.br";"ALEXANDRE THADEU MEYER";"DIRETOR PRESIDENTE";5;"1998-12-17"
"360414";"28974020000182";"UNIMED NOROESTE FLUMINENSE - COOPERATIVA DE TRABALHO MÃ‰DICO LTDA";"UNIMED NOROESTE FLUMINENSE";"Cooperativa MÃ©dica";"AV GETULIO VARGAS";"473";;"CENTRO";"Santo AntÃ´nio de PÃ¡dua";"RJ";"28470000";"22";"38539900";;"elane@noroesterj.unimed.coop.br";"NEWTON VICENTE BELLOTI NACIF";"DIRETOR PRESIDENTE";5;"1998-12-28"
"357260";"87647756000105";"UNIMED NOROESTE/RS - SOCIEDADE COOPERATIVA DE ASSISTÃŠNCIA Ã€ SAÃšDE LTDA.";"UNIMED NOROESTE/RS";"Cooperativa MÃ©dica";"RUA SIQUEIRA COUTO";"93";"5Âº ANDAR";"CENTRO";"IjuÃ­";"RS";"98700000";"55";"33319729";"9743";"juridico@unimednoroesters.com.br";"FERNANDO VARGAS BUENO";"DIRETOR-EXECUTIVO";5;"1998-12-21"
"371777";"35988963000120";"UNIMED NORTE CAPIXABA- COOPERATIVA DE TRABALHO MÃ‰DICO";"UNIMED NORTE CAPIXABA";"Cooperativa MÃ©dica";"AV AUGUSTO CALMON";"2050";;"COLINA";"Linhares";"ES";"29900060";"27";"21036660";"21036677";"regulacao@unimednc.com.br";"JAYR FREGONA JUNIOR";"DIRETOR PRESIDENTE";5;"1998-12-16"
"353663";"73967085000155";"UNIMED NORTE DO MATO GROSSO COOPERATIVA DE TRABALHO MÃ‰DICO";"UNIMED NORTE DO MATO GROSSO";"Cooperativa MÃ©dica";"RUA DAS ALPINIAS";"679";;"JARDIM MARINGÃ";"Sinop";"MT";"78556259";"66";"35117038";"35117070";"unimed@unimed279.com.br";"ERICO FOLCHINI DA SILVEIRA ";"PRESIDENTE";5;"1998-12-24"
"358282";"80297161000128";"UNIMED NORTE DO PARANÃ COOPERATIVA REGIONAL DE TRABALHO MÃ‰DICO";"UNIMED NORTE DO PARANÃ";"Cooperativa MÃ©dica";"RUA PARAIBA";"321";;"CENTRO";"CornÃ©lio ProcÃ³pio";"PR";"86300000";"43";"35203018";;"unimed@unimednp.com.br";"EVANDRO BAZAN DE CARVALHO";"DIRETOR-PRESIDENTE";5;"1998-12-17"
"312592";"30417661000188";"UNIMED NORTE FLUMINENSE COOPERATIVA DE TRABALHO MEDICO";"UNIMED NORTE FLUMINENSE";"Cooperativa MÃ©dica";"RUA 10 DE MAIO";"254";;"CENTRO";"Itaperuna";"RJ";"28300000";"22";"38249300";"38249300";"unimed@unimednf.coop.br";"JOÃƒO PAULINO DA SILVA PRAZERES";"DIRETOR PRESIDENTE";5;"1998-12-21"
"323055";"69087922000184";"UNIMED NORTE PAULISTA - COOPERATIVA DE TRABALHO MÃ‰DICO";"UNIMED DE ITUVERAVA";"Cooperativa MÃ©dica";"RUA CORONEL FLAUZINO BARBOSA SANDOVAL";"1480";;"CIDADE UNIVERSITÃRIA";"Ituverava";"SP";"14500000";"16";"38303000";"38303020";"diretoria@unimednortepaulista.com.br";"EDUARDO AUGUSTO DE LIMA PORTIOLI";"PRESIDENTE";5;"1998-12-21"
"366064";"78953023000108";"UNIMED NORTE PIONEIRO - COOPERATIVA DE TRABALHO MÃ‰DICO";"UNIMED NORTE PIONEIRO - COOPERATIVA DE TRABALHO MÃ‰DICO";"Cooperativa MÃ©dica";"RUA DOS EXPEDICIONARIOS";"337";;"CENTRO";"Jacarezinho";"PR";"86400000";"43";"35112000";"35112027";"unimed@unimednortepioneiro.com.br";"ANTONIO VENDRAMIN FILHO";"DIRETOR PRESIDENTE";5;"1998-12-17"
"324213";"09237009000195";"UNIMED NORTE/NORDESTE-FEDERAÃ‡ÃƒO INTERFEDERATIVA DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÃ‰DICO EM RECUPERAÃ‡ÃƒO JUDICIAL";"UNIMED NORTE/NORDESTE";"Cooperativa MÃ©dica";"AV. CARNEIRO DA CUNHA";"64";;"TORRE";"JoÃ£o Pessoa";"PB";"58040240";"83";"30482500";"30482750";"operadora@unimed-nne.com.br";"VICENTE JUSTINIANO BARBOSA NETO";"REPRESENTANTE LEGAL JUNTO A ANS";5;"1998-12-18"
"335479";"29135795000127";"UNIMED NOVA FRIBURGO-SOC.COOP.SERV.MED.HOSP.LTDA.";"UNIMED SERRANA RJ";"Cooperativa MÃ©dica";"RUA PRUDENTE DE MORAES";"60";;"VILA NOVA";"Nova Friburgo";"RJ";"28630010";"22";"25198100";"25198101";"regulacao.ans@unimedserranarj.coop.br";"ANTONIO FABIANO CHICRE DA COSTA";"DIRETOR PRESIDENTE";5;"1998-12-21"
"344397";"28714533000154";"UNIMED NOVA IGUACU COOPERATIVA DE TRABALHO MEDICO";"UNIMED NOVA IGUAÃ‡U";"Cooperativa MÃ©dica";"RUA CORONEL BERNARDINO DE MELO";"1879";;"CENTRO";"Nova IguaÃ§u";"RJ";"26255140";;;"37598290";"grc@unimedni.coop.br";"JOE GONÃ‡ALVES SESTELLO";"DIRETOR PRESIDENTE";5;"1998-12-22"
"305227";"78420783000150";"UNIMED OESTE DO PARANA - COOPERATIVA DE TRABALHO MEDICO";;"Cooperativa MÃ©dica";"AVENIDA BRASILIA ";"2291";;"CENTRO";"Medianeira";"PR";"85884000";"45";"32408200";"32408201";"medianeira@unimedpr.coop.br";"MARCO AURELIO FARINAZZO";"PRESIDENTE";5;"1998-12-17"
"362140";"10219897000100";"UNIMED OESTE DO PARÃ - COOPERATIVA DE TRABALHO MÃ‰DICO";"UNIMED OESTE DO PARA COOP TRABALHO MEDICO";"Cooperativa MÃ©dica";"TRAVESSA DOM AMANDO";"911";;"SANTA CLARA";"SantarÃ©m";"PA";"68005420";;;;"regulamentacao@unimedoestedopara.coop.br";"ALBERTO MARIANO GUSMÃƒO TOLENTINO";"REPRESENTANTE";5;"1998-12-21"
"415014";"06091170000105";"UNIMED OS BANDEIRANTES COOPERATIVA DE TRABALHO MÃ‰DICO";"UNIMED OS BANDEIRANTES";"Cooperativa MÃ©dica";"RUA CAMPOS SALLES";"1013";;"CENTRO";"Itatiba";"SP";"13250360";"11";"45349400";"45349407";"diretoria@unimedosbandeirantes.com.br";"ALEXANDRE AUGUSTO REDONDANO";"DIRETOR PRESIDENTE";5;"2004-11-30"
"309907";"37313475000148";"UNIMED PALMAS COOPERATIVA DE TRABALHO MÃ‰DICO";"UNIMED PALMAS";"Cooperativa MÃ©dica";"Q ACSU SO 40 RUA NS A";"SN";"CONJ 02 LOTE 08 ANDAR 1";"PLANO DIRETOR SUL";"Palmas";"TO";"77015554";"63";"30255800";;"diretor.presidente@unimedpalmas.com.br";"MAURICIO THOMAS KAWAI COSTA";"DIRETOR PRESIDENTE";5;"1998-12-24"
"324523";"40960189000189";"UNIMED PARAIBA - FEDERAÃ‡AO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MEDICO";"UNIMED PARAIBA";"Cooperativa MÃ©dica";"AV. CARNEIRO DA CUNHA";"89";;"TORRE";"JoÃ£o Pessoa";"PB";"58040240";"83";"32213993";"32219345";"unimedpb@unimedpb.com.br";"GUALTER LISBOA RAMALHO";"PRESIDENTE";5;"1998-12-21"
"304344";"42940528000190";"UNIMED PARÃ DE MINAS COOPERATIVA DE TRABALHO MÃ‰DICO LTDA.";"UNIMED CENTRO-OESTE";"Cooperativa MÃ©dica";"Avenida Presidente Vargas";"2725";;"Senador Valadares";"ParÃ¡ de Minas";"MG";"35661044";"37";"32379900";;"juridico@unimed238.com.br";"MARCIO DE MELO MORAIS";"DIRETOR PRESIDENTE";5;"1998-12-17"
"370681";"80871551000160";"UNIMED PATO BRANCO SOCIEDADE COOPERATIVA DE MÃ‰DICOS";"UNIMED PATO BRANCO";"Cooperativa MÃ©dica";"RUA TAMOIO";"253";;"CENTRO";"Pato Branco";"PR";"85501067";"46";"21013000";"21013001";"patobranco@unimedpr.coop.br";"RICARDO ANTONIO  HOPPEN";"DIRETOR PRESIDENTE";5;"1998-12-17"
"336467";"08315806000180";"UNIMED PATOS - COOPERATIVA DE TRABALHO MÃ‰DICO";"UNIMED PATOS";"Cooperativa MÃ©dica";"AV DOUTOR PEDRO FIRMINO";"295";;"BRASÃLIA";"Patos";"PB";"58700350";"83";"34214111";"34215557";"gerencia@unimedpatos.com.br";" AUGUSTO MARCIO DE MELLO E SILVA SOARES";"PRESIDENTE";5;"1998-12-21"
"353060";"38499547000156";"UNIMED PATOS DE MINAS COOPERATIVA TRABALHO MÃ‰DICO LTDA.";"UNIMED PATOS DE MINAS COOPERATIVA TRABALHO MÃ‰DICO";"Cooperativa MÃ©dica";"AV. BRASIL";"966";;"CENTRO";"Patos de Minas";"MG";"38700188";"34";"38201632";;"unimedpatosdeminas@unimedpatosdeminas.com.br";"ANDERSON AFONSO";"REPRESENTANTE";5;"1998-12-17"
"355593";"41687179000184";"UNIMED PATROCÃNIO COOPERATIVA DE TRABALHO MÃ‰DICO LTDA.";"UNIMED PATROCÃNIO";"Cooperativa MÃ©dica";"AVENIDA DOM JOSE ANDRE COIMBRA";"1426";;"CENTRO";"PatrocÃ­nio";"MG";"38740000";"34";"38395666";"38395666";"unimed@unimedpatrocinio.com.br";"CARLO NANSEN ROSSI";"PRESIDENTE";5;"1998-12-17"
"311375";"89870547000151";"UNIMED PELOTAS/RS - COOPERATIVA DE ASSISTÃŠNCIA Ã€ SAÃšDE LTDA.";"UNIMED PELOTAS/RS";"Cooperativa MÃ©dica";"RUA ALMIRANTE BARROSO";"2309";"CASA";"CENTRO";"Pelotas";"RS";"96010280";"53";"33094900";"33094923";"regulacao@unimedpelotas.com.br";"MAURÃCIO  ALBERTO GOLDBAUM JÃšNIOR";"PRESIDENTE";5;"1998-12-21"
"323993";"28806545000109";"UNIMED PETROPOLIS-RJ COOPERATIVA DE TRABALHO MÃ‰DICO";"UNIMED PETROPOLIS";"Cooperativa MÃ©dica";"RUA D. PEDRO I";"465";;"CENTRO";"PetrÃ³polis";"RJ";"25610020";"24";"99304496";;"regulacao@unimedpetropolis.coop.br";"CLAUDIO SERGIO BATISTA ";"PRESIDENTE ";5;"1998-12-24"
"362832";"89100135000132";"UNIMED PLANALTO CENTRAL/RS - COOPERATIVA DE ASSISTÃŠNCIA  Ã€ SAÃšDE LTDA.";"UNIMED PLANALTO CENTRAL RS";"Cooperativa MÃ©dica";"AVENIDA GENERAL CAMARA";"589";;"CENTRO";"Cruz Alta";"RS";"98025780";"05";"533219007";"533219003";"dir@unimed061.com.br";"DIEGO MIRANDA CARAFFA";"REPRESENTANTE LEGAL";5;"1998-12-22"
"319384";"87607149000111";"UNIMED PLANALTO MÃ‰DIO/RS - COOPERATIVA DE ASSISTÃŠNCIA Ã€ SAÃšDE LTDA.";"UNIMED PLANALTO MÃ‰DIO";"Cooperativa MÃ©dica";"RUA LAVA PÃ‰S";"1898";"2Âº ANDAR";"NONOAI";"Passo Fundo";"RS";"99010170";"54";"33176300";"33176328";"secretaria@unimedpf.com.br";"FRANCISCO JOSE DOS SANTOS NETO ";"PRESIDENTE";5;"1998-12-22"
"349712";"77781706000162";"UNIMED PONTA GROSSA COOPERATIVA DE TRABALHO MEDICO";"UNIMED PONTA GROSSA";"Cooperativa MÃ©dica";"RUA SANTOS DUMONT";"1036";;"CENTRO";"Ponta Grossa";"PR";"84010360";"42";"32207001";;"mery@unimedpg.com.br";"ANDERSON GHIROTTI BREGA";"DIRETOR DE SAÃšDE";5;"1998-12-17"
"353876";"00730439000170";"UNIMED PONTAL DO TRIÃ‚NGULO - COOPERATIVA DE TRABALHO MÃ‰DICO";"UNIMED PONTAL DO TRIÃ‚NGULO";"Cooperativa MÃ©dica";"RUA ITUIUTABA";"555";;"CENTRO";"Iturama";"MG";"38280000";"34";"34119000";"34119031";"gerencia@unimedpontal.coop.br";"GILMAR DIAS DE ALMEIDA QUEIROZ";"DIRETOR PRESIDENTE";5;"1998-12-17"
"343722";"01012474000116";"UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA";"UNIMED PONTE NOVA E REGIÃƒO";"Cooperativa MÃ©dica";"AVENIDA DOM BOSCO";"447";;"PALMEIRAS";"Ponte Nova";"MG";"35430232";"31";"38198551";;"gerencia@unimedpontenova.com.br";"SAMUEL MARCUS ALVES JORGE";"DIRETOR PRESIDENTE";5;"1998-12-16"
"352501";"87096616000196";"UNIMED PORTO ALEGRE - COOPERATIVA MÃ‰DICA LTDA.";"UNIMED PORTO ALEGRE";"Cooperativa MÃ©dica";"AV VENANCIO AIRES";"1040";;"BOM FIM";"Porto Alegre";"RS";"90040192";"51";"99749007";;"normaseobrigacoes@unimedpoa.com.br";"MARCIO PIZZATO";"Presidente do Conselho de AdministraÃ§Ã£o";4;"1998-12-21"
"337374";"05657234000120";"UNIMED PORTO VELHO - SOCIEDADE COOPERATIVA MÃ‰DICA LTDA";"UNIMED PORTO VELHO ";"Cooperativa MÃ©dica";"AVENIDA CARLOS GOMES";"1259";;"CENTRO";"Porto Velho";"RO";"76801109";"69";"32172016";;"unimed@unimedportovelho.coop.br";"SALEH MAHMOUD ABDUL RAZZAK";"PRESIDENTE";5;"1998-12-23"
"316148";"41781949000153";"UNIMED POÃ‡OS DE CALDAS - SOC. COOP. DE TRAB. E SERVIÃ‡OS MÃ‰DICOS";"UNIMED POCOS DE CALDAS";"Cooperativa MÃ©dica";"AVENIDA GENTIL MESSIAS";"217";;"VILA CRUZ";"PoÃ§os de Caldas";"MG";"37701528";"35";"37297425";"37293300";"ans@unimedpc.coop.br";"ODILON TREFÃGLIO NETO";"DIRETOR PRESIDENTE";5;"1998-12-18"
"344885";"11214624000128";"UNIMED RECIFE COOPERATIVA DE TRABALHO MÃ‰DICO";"UNIMED RECIFE COOPERATIVA DE TRABALHO MÃ‰DICO";"Cooperativa MÃ©dica";"AV. LINS PETIT";"140";;"PAISSANDU";"Recife";"PE";"50070225";"81";"34138086";"34138000";"rdiretor@unimedrecife.com.br";"MARIA DE LOURDES CORREA DE ARAÃšJO";"REPRESENTANTE";5;"1998-12-21"
"311847";"49210966000142";"UNIMED REGIONAL DA BAIXA MOGIANA - COOPERATIVA DE TRABALHO MÃ‰DICO";"UNIMED BAIXA MOGIANA";"Cooperativa MÃ©dica";"AVENIDA MOGI MIRIM";"2679";;"JARDIM GUAÃ‡U MIRIM";"Mogi GuaÃ§u";"SP";"13844115";"19";"38319700";"38918436";"unimed@unimedbxm.coop.br";"DILVO FERREIRA LOPES";"PRESIDENTE";5;"1998-12-16"
"306100";"81715716000177";"UNIMED REGIONAL DE CAMPO MOURÃƒO COOP TRAB MEDICO ";"UNIMED REGIONAL DE CAMPO MOURÃ‚O";"Cooperativa MÃ©dica";"AV.JOSE CUSTODIO DE OLIVEIRA";"1385";;"CENTRO";"Campo MourÃ£o";"PR";"87300020";"44";"35187000";;"marcos@unimedcampomourao.com.br";"ANTONIO CARLOS CARDOSO";"DIRETOR PRESIDENTE";5;"1998-12-17"
"316458";"41511429000120";"UNIMED REGIONAL DE FLORIANO - COOPERATIVA DE TRABALHO MÃ‰DICO";"UNIMED  FLORIANO";"Cooperativa MÃ©dica";"AV EURIPEDES DE AGUIAR";"943";;"CENTRO";"Floriano";"PI";"64800000";"89";"35211133";"35216652";"unimed@unimedfloriano.com.br";"LUIMAR DE JESUS SANTOS";"PRESIDENTE";5;"1998-12-21"
"313475";"69612158000119";"UNIMED REGIONAL DE PICOS - COOPERATIVA DE TRABALHO MÃ‰DICO";"UNIMED REGIONAL DE PICOS";"Cooperativa MÃ©dica";"PÃ‡A FELIX PACHECO";"676";;"CENTRO";"Picos";"PI";"64600000";"89";"34223616";"34221177";"unimedpicos@uol.com.br";"LUIS EVANDRO SANTOS LOPES";"PRESIDENTE";6;"1998-12-21"
"306762";"02322043000119";"UNIMED REGIONAL JAU - COOPERATIVA DE TRABALHO MÃ‰DICO";"UNIMED REGIONAL JAÃš";"Cooperativa MÃ©dica";"RUA ALVARO FLORET";"565";;"VILA HILST";"JaÃº";"SP";"17207020";"14";"36028900";"36028901";"diretoria@unimedjau.com.br";"PAULO DE CONTI";"DIRETOR PRESIDENTE";5;"1998-12-18"
